source,rg_ratio,lab_a,mean_r,mean_g,mean_b,label
tongue,1.333132,142.344311,146.1104,109.5994,107.7677,1
tongue,1.437604,147.384449,159.7377,111.1138,110.6879,0
tongue,1.413431,145.102332,148.6194,105.1479,102.079,0
tongue,1.367855,141.898364,127.4122,93.1474,91.5941,1
tongue,1.348362,142.271869,140.3519,104.0907,102.0148,1
tongue,1.344805,142.90614,149.255,110.9864,108.4613,1
tongue,1.378863,144.179253,150.6534,109.2591,106.3675,1
tongue,1.35418,142.762362,145.5794,107.5037,103.7011,1
tongue,1.387049,146.021569,164.3023,118.4546,117.7651,0
tongue,1.420139,145.862425,155.3297,109.3765,105.618,0
tongue,1.327996,141.140728,135.8615,102.3056,99.7002,1
tongue,1.383307,144.085272,146.2861,105.751,104.1624,1
tongue,1.3564,143.63929,154.3026,113.7589,110.6277,1
tongue,1.323864,141.142146,138.7424,104.8011,101.4223,1
tongue,1.439772,144.558792,133.643,92.8223,91.2435,1
tongue,1.374877,143.814729,149.264,108.5654,105.0629,1
tongue,1.364281,143.737458,150.0471,109.9825,107.8473,1
tongue,1.370683,144.53017,160.3971,117.0198,112.9721,1
tongue,1.388907,142.474913,130.7083,94.1087,90.6158,1
tongue,1.335795,142.108295,143.7022,107.5781,105.1394,1
tongue,1.379282,144.660735,154.8172,112.2448,109.8611,1
tongue,1.37722,143.047502,137.823,100.0733,98.2073,1
tongue,1.329699,141.853726,150.1587,112.9268,106.7727,1
tongue,1.346916,142.907164,147.1635,109.2596,107.6264,1
tongue,1.362728,143.286324,141.8258,104.0749,104.6783,1
tongue,1.351512,142.880711,146.1369,108.1285,105.2657,1
tongue,1.40792,144.902463,146.612,104.1337,102.1451,1
tongue,1.413855,145.280953,146.6694,103.7373,103.2367,0
tongue,1.352404,141.744218,134.4072,99.3839,95.8692,1
tongue,1.443974,146.830291,153.8989,106.5801,104.7552,0
tongue,1.381214,143.857691,147.2076,106.5784,103.4165,1
tongue,1.394641,144.053672,145.8238,104.5601,100.5531,1
tongue,1.391433,143.519018,135.0127,97.0314,96.5302,1
tongue,1.329688,141.71636,134.1587,100.8949,101.8296,1
tongue,1.370876,144.083691,151.3261,110.3865,108.8949,1
tongue,1.376156,144.872439,155.9286,113.3074,112.6751,1
tongue,1.387992,145.040761,158.5369,114.2203,110.295,0
tongue,1.380662,143.804145,146.8181,106.3389,103.436,1
tongue,1.317666,141.660465,150.4556,114.1833,109.6674,1
tongue,1.313299,141.84526,155.1651,118.1491,113.1304,1
tongue,1.336705,141.884846,143.3741,107.2593,103.3897,1
tongue,1.416955,145.723699,153.8203,108.5569,105.8486,0
tongue,1.451972,145.94517,146.3799,100.8145,96.8101,0
tongue,1.348309,143.224053,151.8993,112.6591,110.1481,1
tongue,1.333034,142.207107,148.512,111.409,107.6425,1
tongue,1.398093,144.374249,142.4433,101.884,101.4539,1
tongue,1.356104,144.237402,159.1359,117.3479,115.6485,1
tongue,1.366568,143.369062,147.4696,107.9123,104.6898,1
tongue,1.307347,141.32529,147.1884,112.5856,109.5122,1
tongue,1.401383,143.893175,136.5581,97.4452,96.8683,1
tongue,1.403263,144.531327,139.699,99.553,100.5041,1
tongue,1.381347,143.68627,143.8753,104.1558,101.7227,1
tongue,1.418835,144.65752,141.3204,99.6031,97.5104,1
tongue,1.450064,145.358015,137.0869,94.5386,93.7748,0
tongue,1.395695,144.227406,143.0057,102.462,101.0424,1
tongue,1.320439,141.749858,137.2528,103.9449,106.0787,1
tongue,1.439235,146.645613,154.412,107.2875,105.4187,0
tongue,1.421056,146.306446,157.6589,110.9448,108.3525,0
tongue,1.393966,143.553928,138.0122,99.0068,96.5896,1
tongue,1.39058,143.695988,139.5585,100.3599,98.737,1
tongue,1.385093,143.548662,140.9306,101.7481,99.6927,1
tongue,1.301738,141.327978,153.3211,117.7818,113.4956,1
tongue,1.300916,141.96782,162.0017,124.529,120.2192,1
tongue,1.306532,141.112464,141.7523,108.4951,107.078,1
tongue,1.380698,142.530521,132.254,95.7878,93.3224,1
tongue,1.353439,143.137263,149.1626,110.2101,107.5479,1
tongue,1.379641,144.887679,154.2559,111.8087,111.2962,1
tongue,1.371623,144.091636,151.3741,110.3613,108.478,1
tongue,1.339352,141.405825,132.9228,99.2441,97.6113,1
tongue,1.327448,141.356906,141.4363,106.5475,102.3503,1
tongue,1.397559,145.212997,153.8276,110.0687,108.4671,0
tongue,1.324178,141.976647,144.7881,109.3418,108.0217,1
tongue,1.449792,146.168246,144.4307,99.6216,99.2094,0
tongue,1.34539,143.053638,147.7356,109.8087,108.956,1
tongue,1.355243,142.211854,135.4306,99.9308,98.3935,1
tongue,1.325957,141.351248,137.8083,103.9312,102.0821,1
tongue,1.358166,143.475788,147.6637,108.7228,107.5351,1
tongue,1.329128,142.009733,146.7103,110.3809,107.2133,1
tongue,1.387741,145.417775,153.4786,110.596,112.2135,0
nails,1.898948,154.981339,150.3598,79.1806,56.9776,1
nails,1.730935,154.533137,171.2022,98.9073,75.758,1
nails,1.76507,147.434187,121.264,68.7021,40.7041,1
nails,1.115943,138.384526,170.3692,152.6683,173.3019,1
nails,1.073093,133.931356,142.1967,132.5111,145.0388,1
nails,1.242562,140.361639,101.1647,81.4162,103.7998,1
nails,1.286574,140.210545,160.8365,125.0115,111.9661,1
nails,1.055234,127.346914,185.4954,175.786,150.0304,1
nails,1.116558,130.979726,167.7068,150.1999,127.1876,1
nails,1.852848,152.242367,137.2897,74.0966,44.0275,1
nails,1.630809,159.187029,215.0293,131.8544,120.3453,1
nails,2.086326,167.498444,194.5765,93.2628,83.4513,1
nails,1.303101,142.971936,180.9024,138.8245,131.1734,1
nails,1.322573,144.64678,188.33,142.3966,135.7514,1
nails,1.203842,139.260593,196.4402,163.1777,156.1197,1
nails,1.339514,138.36443,124.6209,93.0344,74.6756,1
nails,1.572895,151.836293,173.9602,110.5988,98.4971,1
nails,1.238825,139.249012,192.6841,155.5378,137.1301,1
nails,2.157475,136.479444,34.7263,16.0958,14.6029,1
nails,1.347857,136.002984,85.2444,63.2444,52.3839,1
nails,1.404955,142.629603,125.6733,89.4501,86.9346,1
nails,1.10339,130.780052,66.099,59.9053,60.1008,1
nails,1.036704,128.946678,18.762,18.0978,20.6524,1
nails,1.105136,131.417396,84.8643,76.7908,76.1535,1
nails,1.106771,133.869373,153.4247,138.6237,139.0622,1
nails,1.085653,132.733698,174.9081,161.1087,158.4636,1
nails,1.093649,131.934953,145.709,133.2319,127.8247,1
nails,1.642219,145.879228,112.6817,68.6155,63.78,1
nails,1.417306,142.538862,152.3788,107.513,82.8947,1
nails,1.335247,141.014677,153.9252,115.2784,99.0103,1
nails,1.113679,133.88747,176.6055,158.5785,152.9067,1
nails,1.142284,133.848277,153.5818,134.4516,123.9909,1
nails,1.196578,136.83989,151.712,126.7881,120.6111,1
nails,1.161569,134.649296,110.6242,95.2369,97.0621,1
nails,1.11963,133.448638,119.062,106.3404,108.1444,1
nails,1.203982,131.397639,49.0163,40.7118,38.5745,1
nails,1.186441,141.049773,191.0121,160.9958,171.4679,1
nails,1.230131,138.140788,129.6273,105.3769,105.8026,1
nails,1.37644,140.074112,89.4931,65.0178,71.1034,1
nails,1.270961,138.663118,186.7522,146.9378,111.0993,1
nails,1.315331,141.005161,186.894,142.089,108.9267,1
nails,1.373488,142.449041,151.6555,110.4164,93.5943,1
nails,1.11494,132.98371,146.5899,131.4778,126.5338,1
nails,1.094053,129.552314,80.6362,73.7041,65.6246,1
nails,1.100787,132.417622,133.9284,121.6661,119.5048,1
nails,1.195335,136.985291,166.5592,139.3411,130.1783,1
nails,1.231517,137.905453,170.4187,138.3811,122.1955,1
nails,1.094547,131.291253,165.3731,151.0881,138.4364,1
nails,1.22138,138.986871,178.953,146.517,137.9231,1
nails,1.110852,131.784762,205.7641,185.2309,162.5509,1
nails,1.121712,131.284253,208.7711,186.1182,153.698,1
nails,1.326231,142.170368,159.5308,120.2889,110.267,1
nails,1.444896,141.935211,120.3297,83.2791,69.9252,1
nails,1.192911,135.794503,151.0605,126.6318,114.9958,1
nails,1.053027,127.83847,222.0915,210.9078,185.6408,1
nails,1.201942,137.598877,209.8903,174.626,151.7391,1
nails,1.078509,126.747536,167.2112,155.0392,117.8742,1
nails,1.519623,145.644473,122.0927,80.3441,79.4077,1
nails,1.227805,139.645635,159.2226,129.6807,130.3779,1
nails,1.309327,140.44117,134.3467,102.6074,99.7322,1
nails,1.815692,145.609684,92.9038,51.1672,48.6334,1
nails,1.430319,141.617135,126.6408,88.5403,71.6132,1
nails,1.143356,134.228964,162.218,141.8788,131.7563,1
nails,1.104256,127.923292,148.5456,134.521,96.4113,1
nails,1.180895,136.332591,200.7387,169.9886,147.6165,1
nails,1.056483,125.141062,190.4649,180.2821,135.9129,1
nails,1.047862,131.996887,234.2345,223.5356,224.7549,1
nails,1.347569,144.00671,159.9002,118.6583,113.9508,1
nails,1.148694,136.987,183.4364,159.6913,159.7636,1
nails,1.198759,135.998,162.1604,135.2735,117.4549,1
nails,1.097815,129.934404,165.0627,150.3557,127.2071,1
nails,1.283445,139.400413,139.7216,108.8645,100.5419,1
nails,1.054474,129.425251,173.5881,164.6206,152.402,1
nails,1.111229,130.266125,128.2041,115.3714,97.584,1
nails,1.061017,128.14503,143.2135,134.9775,116.4598,1
nails,1.338649,142.367897,138.2093,103.2454,103.2284,1
